latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
6.29174,124.9456,315.0,0,GMT,GMT

time,temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),shortwave_radiation_sum (MJ/m²)
2018-03-17,29.3,21.9,4.30,20.86
2018-03-18,29.1,23.1,7.20,21.31
2018-03-19,27.5,22.3,43.40,12.23
2018-03-20,28.5,22.6,8.40,20.36
2018-03-21,27.0,22.4,6.00,17.58
2018-03-22,28.1,22.6,26.70,20.89
2018-03-23,27.4,22.1,15.70,13.41
2018-03-24,27.5,23.3,19.80,19.07
2018-03-25,28.9,21.2,4.10,22.10
2018-03-26,27.1,24.0,11.40,16.67
2018-03-27,28.6,22.7,0.00,23.65
2018-03-28,28.6,23.4,0.00,20.66
2018-03-29,29.2,23.3,0.00,26.57
2018-03-30,28.8,22.8,0.00,25.87
2018-03-31,28.9,21.4,0.00,26.44
2018-04-01,28.4,21.8,0.20,24.39
2018-04-02,28.7,22.3,0.00,21.26
2018-04-03,28.8,22.5,3.70,21.12
2018-04-04,28.3,22.6,1.20,18.50
2018-04-05,27.2,22.7,2.50,15.96
2018-04-06,28.0,22.2,2.50,20.51
2018-04-07,28.6,22.8,2.70,19.62
2018-04-08,29.6,22.3,3.80,20.96
2018-04-09,29.7,22.8,3.00,21.66
2018-04-10,29.7,24.0,2.10,19.76
2018-04-11,29.0,23.4,3.90,16.88
2018-04-12,30.3,23.6,0.90,22.59
2018-04-13,30.0,22.3,2.20,19.98
2018-04-14,30.9,23.2,1.40,21.98
2018-04-15,29.3,23.6,9.70,14.67
2018-04-16,25.8,23.2,22.30,4.28
2018-04-17,28.9,23.1,12.60,17.85
2018-04-18,26.0,22.0,5.80,8.33
2018-04-19,29.6,22.7,1.00,20.89
2018-04-20,28.8,23.7,8.30,18.02
2018-04-21,30.8,23.3,0.40,22.53
2018-04-22,29.1,23.3,1.30,21.99
2018-04-23,30.1,23.0,0.60,21.70
2018-04-24,29.2,22.6,1.30,21.33
2018-04-25,28.4,23.1,2.30,18.01
2018-04-26,27.3,23.0,11.30,14.07
2018-04-27,28.5,23.1,3.70,17.29
2018-04-28,29.7,22.8,10.20,18.14
2018-04-29,26.6,21.9,1.40,12.18
2018-04-30,29.4,22.7,1.90,23.25
2018-05-01,29.3,23.3,15.30,17.51
2018-05-02,27.7,22.0,6.70,13.64
2018-05-03,27.3,22.7,6.20,16.39
2018-05-04,29.2,22.9,2.00,19.63
2018-05-05,29.6,22.9,1.90,22.38
2018-05-06,29.6,22.3,2.80,21.43
2018-05-07,28.7,22.5,2.00,20.63
2018-05-08,26.2,22.7,1.90,10.34
2018-05-09,29.0,22.3,3.30,21.79
2018-05-10,28.9,22.5,1.30,15.93
2018-05-11,29.1,22.7,8.50,19.63
2018-05-12,29.6,23.3,21.40,20.84
2018-05-13,28.4,22.7,1.20,18.31
2018-05-14,29.3,22.6,7.10,18.57
2018-05-15,29.5,22.9,7.30,19.87
2018-05-16,29.5,23.3,6.70,18.84
2018-05-17,28.9,22.8,10.40,18.17
2018-05-18,28.4,22.6,9.30,15.38
2018-05-19,28.3,23.2,7.50,15.68
2018-05-20,27.9,22.9,1.60,16.12
2018-05-21,29.8,22.7,0.80,21.79
2018-05-22,30.3,23.5,0.00,22.08
2018-05-23,30.4,23.5,0.00,22.96
2018-05-24,30.2,23.6,0.90,19.06
2018-05-25,28.6,23.0,6.60,15.68
2018-05-26,31.0,23.2,3.40,20.64
2018-05-27,29.0,23.3,4.60,16.87
2018-05-28,28.1,23.2,11.70,13.73
2018-05-29,28.6,23.5,36.70,16.38
2018-05-30,27.9,23.3,3.60,11.49
2018-05-31,28.2,22.5,3.60,14.87
2018-06-01,27.4,22.4,6.10,15.58
2018-06-02,26.2,22.5,3.00,11.02
2018-06-03,28.5,22.3,0.80,19.85
2018-06-04,28.9,22.3,0.60,21.11
2018-06-05,27.1,22.7,4.20,16.94
2018-06-06,27.1,22.9,2.80,17.59
2018-06-07,29.9,22.9,1.30,23.50
2018-06-08,30.2,23.1,1.90,23.10
2018-06-09,29.7,23.1,0.30,23.53
2018-06-10,30.0,22.3,0.60,23.06
2018-06-11,28.9,22.0,0.70,21.39
2018-06-12,28.1,23.8,4.00,20.74
2018-06-13,28.4,23.0,1.00,20.92
2018-06-14,28.6,23.5,0.10,20.51
2018-06-15,28.4,22.9,5.70,18.30
2018-06-16,27.6,22.9,3.00,15.24
2018-06-17,28.4,24.0,0.00,19.10
2018-06-18,29.2,22.2,0.00,22.33
2018-06-19,29.3,22.9,0.80,20.34
2018-06-20,27.3,22.6,3.30,12.63
2018-06-21,26.2,21.4,5.60,12.52
2018-06-22,26.6,21.9,2.30,17.68
2018-06-23,28.5,21.6,1.60,20.62
2018-06-24,29.3,22.6,1.20,22.21
2018-06-25,28.9,22.5,1.50,19.35
2018-06-26,28.7,21.8,1.30,21.02
2018-06-27,28.6,22.3,1.20,21.03
2018-06-28,28.1,22.4,8.40,21.29
2018-06-29,27.8,22.3,2.10,17.04
2018-06-30,27.4,22.0,3.80,17.42
2018-07-01,27.3,22.4,1.10,19.36
2018-07-02,27.3,21.3,3.30,15.74
2018-07-03,27.5,21.9,1.80,18.60
2018-07-04,26.9,21.5,2.80,16.40
2018-07-05,26.9,21.6,7.20,15.91
2018-07-06,27.3,22.2,1.00,19.48
2018-07-07,27.5,22.6,0.80,19.74
2018-07-08,28.0,22.3,0.90,22.25
2018-07-09,28.5,22.9,3.30,20.90
2018-07-10,27.8,22.9,1.30,17.99
2018-07-11,26.8,22.0,7.90,11.07
2018-07-12,25.6,21.8,13.40,10.57
2018-07-13,28.2,21.9,0.00,16.62
2018-07-14,28.6,22.8,2.50,18.49
2018-07-15,28.1,22.2,3.60,17.10
2018-07-16,27.2,22.4,11.20,13.18
2018-07-17,30.0,22.5,0.50,20.08
2018-07-18,29.7,22.8,0.50,24.31
2018-07-19,29.2,22.3,0.10,23.14
2018-07-20,28.7,22.4,0.30,21.66
2018-07-21,28.6,22.6,1.50,20.70
2018-07-22,27.7,22.2,8.90,17.43
2018-07-23,26.9,22.5,0.50,17.34
2018-07-24,28.4,22.3,1.00,22.12
2018-07-25,27.6,21.5,1.20,20.22
2018-07-26,28.8,22.6,0.80,22.65
2018-07-27,29.0,23.5,1.40,23.52
2018-07-28,28.7,23.0,0.10,23.61
2018-07-29,28.7,22.8,2.40,21.11
2018-07-30,28.4,22.2,5.90,21.40
2018-07-31,27.0,21.9,5.40,15.58
2018-08-01,27.8,22.4,4.50,18.72
2018-08-02,26.7,22.1,24.10,12.16
2018-08-03,27.3,21.4,13.10,15.22
2018-08-04,29.3,22.1,2.20,22.49
2018-08-05,29.0,21.7,3.30,22.78
2018-08-06,28.6,22.1,11.10,22.22
2018-08-07,29.8,22.2,1.40,21.64
2018-08-08,29.5,22.1,0.40,21.79
2018-08-09,28.8,22.8,0.30,21.68
2018-08-10,28.1,22.2,1.70,20.91
2018-08-11,28.4,21.9,0.10,20.20
2018-08-12,28.4,21.5,5.60,19.54
2018-08-13,28.7,21.4,1.20,23.31
2018-08-14,29.2,23.0,0.10,23.72
2018-08-15,29.4,23.2,0.00,21.82
2018-08-16,27.9,22.4,1.70,17.19
2018-08-17,28.5,21.7,0.50,18.11
2018-08-18,28.0,22.5,4.10,19.16
2018-08-19,27.8,22.3,1.60,16.02
2018-08-20,29.7,21.8,2.60,22.71
2018-08-21,29.3,22.5,1.70,20.88
2018-08-22,29.0,21.8,2.10,21.42
2018-08-23,29.8,22.6,1.40,22.11
2018-08-24,28.3,22.2,23.10,13.63
2018-08-25,26.2,22.7,2.30,8.55
2018-08-26,27.8,21.6,0.20,17.47
2018-08-27,28.7,23.2,0.20,19.66
2018-08-28,29.4,22.4,0.30,22.68
2018-08-29,28.7,22.0,4.10,21.41
2018-08-30,27.6,21.7,4.30,15.87
2018-08-31,28.0,22.8,0.80,18.44
2018-09-01,29.1,21.4,5.00,22.65
2018-09-02,28.0,21.6,17.80,20.37
2018-09-03,26.2,22.4,1.00,11.60
2018-09-04,27.8,21.7,5.60,16.53
2018-09-05,27.5,22.8,6.20,19.65
2018-09-06,28.7,20.9,4.00,21.83
2018-09-07,28.9,22.1,4.10,22.42
2018-09-08,28.4,23.2,2.10,18.89
2018-09-09,28.4,22.7,10.50,16.46
2018-09-10,28.2,21.8,7.30,19.47
2018-09-11,27.4,21.6,3.50,17.42
2018-09-12,26.9,21.3,4.00,18.14
2018-09-13,25.8,22.1,2.00,11.32
2018-09-14,29.2,22.7,0.30,17.67
2018-09-15,29.8,22.6,0.40,23.91
2018-09-16,29.1,22.5,1.00,21.81
2018-09-17,28.1,22.6,26.90,18.46
2018-09-18,27.7,21.8,0.50,21.52
2018-09-19,27.4,21.7,1.00,19.26
2018-09-20,26.6,22.1,7.10,13.86
2018-09-21,27.4,22.3,6.10,17.64
2018-09-22,27.4,21.7,4.50,21.15
2018-09-23,27.2,22.3,3.40,20.22
2018-09-24,27.6,22.3,3.60,21.57
2018-09-25,28.7,22.4,2.20,21.55
2018-09-26,29.7,22.3,1.50,24.20
2018-09-27,29.3,22.9,2.00,23.75
2018-09-28,28.2,22.6,1.20,22.46
2018-09-29,28.5,23.3,1.30,22.78
2018-09-30,28.9,23.2,1.40,21.77
2018-10-01,28.8,22.4,0.60,21.40
2018-10-02,29.2,22.7,0.40,21.79
2018-10-03,29.4,23.0,0.90,21.39
2018-10-04,28.7,21.6,0.30,19.40
2018-10-05,30.0,22.3,3.30,21.81
2018-10-06,29.2,22.3,10.20,20.96
2018-10-07,29.9,22.3,1.10,22.72
2018-10-08,29.7,22.6,3.00,21.04
2018-10-09,30.0,22.4,1.60,20.82
2018-10-10,29.7,22.5,1.60,21.83
2018-10-11,31.1,23.2,1.20,24.42
2018-10-12,29.7,23.0,3.40,22.22
2018-10-13,29.3,22.5,3.00,18.31
2018-10-14,28.0,22.2,20.40,16.24
2018-10-15,27.1,22.2,1.10,16.28
2018-10-16,26.7,22.3,0.40,14.25
2018-10-17,28.5,22.2,8.40,20.69
2018-10-18,27.6,22.0,0.90,15.47
2018-10-19,25.5,21.9,5.80,10.69
2018-10-20,27.1,21.8,5.20,18.53
2018-10-21,28.9,21.6,6.20,20.10
2018-10-22,27.9,22.1,16.00,16.46
2018-10-23,27.9,23.3,2.20,18.33
2018-10-24,28.6,21.9,11.50,20.91
2018-10-25,27.5,22.5,0.40,18.69
2018-10-26,28.5,22.5,3.00,17.50
2018-10-27,28.1,23.7,1.30,21.69
2018-10-28,29.4,22.3,2.00,22.28
2018-10-29,29.1,21.3,2.40,22.13
2018-10-30,29.3,22.4,6.70,20.49
2018-10-31,29.5,22.1,2.00,20.17
2018-11-01,29.5,22.5,1.50,19.42
2018-11-02,30.2,22.3,1.60,21.42
2018-11-03,29.0,23.2,2.00,17.72
2018-11-04,28.9,23.0,7.90,18.25
2018-11-05,28.6,23.4,1.30,17.24
2018-11-06,28.5,22.1,1.10,17.60
2018-11-07,29.9,23.3,1.00,20.46
2018-11-08,28.8,23.0,10.50,19.66
2018-11-09,28.7,23.3,5.40,17.56
2018-11-10,28.3,22.7,5.70,20.94
2018-11-11,27.6,23.0,25.10,14.93
2018-11-12,27.4,23.2,5.50,13.71
2018-11-13,26.5,22.1,9.20,8.65
2018-11-14,28.8,22.7,4.80,18.10
2018-11-15,28.3,22.6,3.10,15.99
2018-11-16,28.1,21.4,8.10,17.78
2018-11-17,27.9,21.9,6.00,21.93
2018-11-18,27.8,22.9,0.30,21.19
2018-11-19,27.3,22.0,0.00,15.10
2018-11-20,28.7,21.8,0.30,22.26
2018-11-21,29.0,23.3,1.10,21.56
2018-11-22,28.2,21.9,2.10,20.17
2018-11-23,28.4,23.8,1.20,20.10
2018-11-24,28.3,22.9,2.60,21.04
2018-11-25,28.4,22.3,1.00,21.22
2018-11-26,26.8,22.5,11.30,15.52
2018-11-27,28.4,22.5,5.00,18.41
2018-11-28,28.9,23.2,3.80,20.11
2018-11-29,27.5,21.9,17.10,18.35
2018-11-30,29.1,22.2,2.20,21.02
2018-12-01,28.2,22.6,2.00,16.87
2018-12-02,29.4,22.6,2.40,17.74
2018-12-03,29.0,22.3,2.30,19.36
2018-12-04,29.5,22.6,1.20,19.19
2018-12-05,30.2,22.5,0.90,20.04
2018-12-06,30.4,22.4,0.70,20.30
2018-12-07,30.4,22.8,1.00,20.42
2018-12-08,28.0,22.9,2.80,14.80
2018-12-09,28.7,22.4,1.50,17.37
2018-12-10,29.5,22.3,0.10,20.41
2018-12-11,29.7,24.0,1.10,21.60
2018-12-12,28.0,22.4,8.60,15.80
2018-12-13,29.3,22.4,3.10,20.56
2018-12-14,28.1,23.5,10.50,18.06
2018-12-15,30.2,22.5,0.30,20.45
2018-12-16,27.4,23.1,7.50,15.49
2018-12-17,27.1,22.2,9.50,15.88
2018-12-18,28.5,22.8,4.80,20.33
2018-12-19,26.0,22.8,12.00,9.79
2018-12-20,26.9,22.0,5.60,11.25
2018-12-21,29.2,22.5,4.50,16.77
2018-12-22,26.7,22.6,5.00,12.98
2018-12-23,28.5,22.4,2.50,17.56
2018-12-24,27.3,22.3,8.80,11.16
2018-12-25,28.0,22.0,7.90,17.51
2018-12-26,27.5,21.3,1.80,18.36
2018-12-27,27.6,20.0,0.80,19.70
2018-12-28,28.4,22.3,0.00,22.76
2018-12-29,28.4,22.9,6.80,19.34
2018-12-30,28.7,22.5,8.60,17.17
2018-12-31,29.5,22.7,0.70,19.45
2019-01-01,29.5,20.5,0.90,17.29
2019-01-02,29.5,22.0,2.10,18.87
2019-01-03,27.2,22.5,5.20,15.17
2019-01-04,29.8,21.5,0.00,20.12
2019-01-05,30.0,22.4,0.70,20.94
2019-01-06,28.4,22.2,4.30,17.33
2019-01-07,28.9,21.5,1.40,20.03
2019-01-08,28.8,20.0,0.90,21.29
2019-01-09,27.1,21.4,1.30,19.01
2019-01-10,27.1,21.9,0.10,10.79
2019-01-11,25.1,21.7,19.90,6.65
2019-01-12,26.3,22.4,9.10,11.16
2019-01-13,27.2,21.7,16.10,15.57
2019-01-14,27.9,21.0,2.50,17.37
2019-01-15,27.8,19.3,1.80,18.87
2019-01-16,27.3,22.3,1.90,20.34
2019-01-17,27.6,21.2,4.20,19.08
2019-01-18,26.6,21.3,0.10,14.43
2019-01-19,27.4,22.1,5.90,19.95
2019-01-20,28.0,22.1,2.20,15.30
2019-01-21,29.0,22.6,1.70,20.49
2019-01-22,27.9,23.5,7.30,17.06
2019-01-23,27.7,23.3,11.80,16.93
2019-01-24,27.2,22.1,17.30,14.14
2019-01-25,28.5,22.8,27.80,16.84
2019-01-26,26.2,22.0,51.40,8.92
2019-01-27,25.4,20.9,2.30,14.02
2019-01-28,26.7,21.5,1.80,18.77
2019-01-29,25.4,21.3,2.70,13.99
2019-01-30,24.6,20.8,2.30,12.40
2019-01-31,27.4,22.2,12.50,18.47
2019-02-01,26.5,21.5,18.20,15.12
2019-02-02,27.9,21.0,0.30,22.69
2019-02-03,27.2,21.7,3.70,18.07
2019-02-04,27.9,22.0,6.00,18.33
2019-02-05,28.0,22.0,2.70,17.29
2019-02-06,28.5,20.8,2.30,22.26
2019-02-07,28.3,21.5,1.10,23.19
2019-02-08,28.1,20.9,3.70,22.26
2019-02-09,29.5,19.9,0.00,23.77
2019-02-10,29.3,21.2,0.10,22.72
2019-02-11,28.5,17.8,2.70,21.58
2019-02-12,28.4,19.3,0.00,23.62
2019-02-13,27.8,20.7,1.00,20.87
2019-02-14,28.7,19.7,0.20,25.19
2019-02-15,29.1,19.6,0.00,26.61
2019-02-16,27.7,21.8,4.80,17.92
2019-02-17,29.0,20.7,1.10,22.69
2019-02-18,29.3,19.8,0.00,26.21
2019-02-19,28.2,19.8,4.10,20.80
2019-02-20,30.3,20.5,0.00,26.48
2019-02-21,27.8,21.5,3.20,20.56
2019-02-22,27.8,21.5,0.20,20.62
2019-02-23,29.1,22.0,0.00,23.82
2019-02-24,29.4,22.7,0.20,24.41
2019-02-25,29.2,20.3,0.00,22.24
2019-02-26,29.3,20.3,0.00,21.49
2019-02-27,29.7,19.2,0.10,25.24
2019-02-28,30.0,21.0,0.00,27.05
2019-03-01,30.7,21.8,0.00,23.26
2019-03-02,30.0,22.2,1.50,22.13
2019-03-03,31.4,21.9,0.20,24.28
2019-03-04,29.5,21.5,3.10,22.06
2019-03-05,31.0,22.4,4.00,22.72
2019-03-06,30.0,23.4,1.40,19.66
2019-03-07,28.9,20.8,4.50,17.02
2019-03-08,29.1,21.8,0.70,21.09
2019-03-09,28.2,21.4,2.00,21.04
2019-03-10,29.1,22.5,2.50,19.67
2019-03-11,29.4,21.9,1.60,21.23
2019-03-12,29.1,21.9,1.20,21.21
2019-03-13,29.0,22.8,1.70,23.21
2019-03-14,29.4,21.2,7.70,18.06
2019-03-15,29.0,21.5,4.10,23.27
2019-03-16,30.0,22.1,0.20,24.21
2019-03-17,26.2,21.8,11.40,14.18
2019-03-18,28.0,22.4,15.60,15.41
2019-03-19,27.1,22.4,6.00,11.17
2019-03-20,28.1,22.2,2.60,18.12
2019-03-21,30.1,21.8,0.00,26.23
2019-03-22,29.0,21.7,0.00,24.92
2019-03-23,28.5,22.2,1.20,21.85
2019-03-24,29.9,22.2,1.90,22.91
2019-03-25,27.4,22.7,1.10,20.83
2019-03-26,29.2,22.4,2.10,22.50
2019-03-27,31.0,22.7,0.20,25.07
2019-03-28,27.6,22.0,21.20,13.61
2019-03-29,27.8,21.5,1.00,15.93
2019-03-30,28.0,20.3,2.90,19.87
2019-03-31,29.4,20.1,0.40,24.39
2019-04-01,28.8,22.0,2.60,24.51
2019-04-02,29.9,22.2,4.10,22.68
2019-04-03,27.2,23.1,2.50,13.83
2019-04-04,28.9,21.9,7.20,19.71
2019-04-05,30.7,22.8,3.40,23.92
2019-04-06,28.5,22.7,20.50,18.34
2019-04-07,29.3,23.0,12.60,21.07
2019-04-08,28.5,23.5,6.20,14.15
2019-04-09,29.8,23.8,2.60,17.29
2019-04-10,28.6,22.6,6.00,15.58
2019-04-11,30.1,22.9,8.00,21.73
2019-04-12,30.1,22.6,2.70,22.71
2019-04-13,30.1,21.9,4.00,23.68
2019-04-14,30.0,21.7,0.10,22.42
2019-04-15,30.2,22.9,0.40,23.81
2019-04-16,31.3,22.1,0.10,24.44
2019-04-17,30.8,21.5,0.00,25.91
2019-04-18,30.1,22.2,9.10,21.58
2019-04-19,32.2,21.2,0.00,25.74
2019-04-20,31.9,23.1,0.40,24.81
2019-04-21,29.9,22.7,6.20,17.09
2019-04-22,30.4,23.3,2.30,20.44
2019-04-23,30.3,22.3,4.00,18.85
2019-04-24,31.6,23.3,0.60,21.00
2019-04-25,31.3,22.4,1.80,20.44
2019-04-26,30.6,23.4,2.20,20.66
2019-04-27,32.5,22.9,0.50,24.52
2019-04-28,31.4,22.8,2.40,20.52
2019-04-29,31.4,23.5,0.40,23.93
2019-04-30,31.6,23.4,5.80,20.78
2019-05-01,29.1,23.2,11.90,14.40
2019-05-02,27.9,22.3,5.20,14.57
2019-05-03,27.5,23.7,8.50,17.71
2019-05-04,29.6,23.2,2.10,22.50
2019-05-05,29.9,23.1,2.00,23.68
2019-05-06,31.1,24.0,0.00,25.93
2019-05-07,30.6,23.0,0.10,24.21
2019-05-08,31.1,22.8,2.10,24.05
2019-05-09,31.0,23.3,3.40,22.14
2019-05-10,30.9,24.5,3.40,22.20
2019-05-11,29.1,24.4,4.10,16.48
2019-05-12,29.0,23.2,7.10,19.69
2019-05-13,29.3,23.2,2.10,20.12
2019-05-14,30.4,22.4,1.80,21.24
2019-05-15,31.1,22.6,0.10,23.46
2019-05-16,31.2,23.1,2.60,22.25
2019-05-17,28.1,23.0,3.10,15.55
2019-05-18,29.8,23.8,1.60,17.27
2019-05-19,30.3,23.0,2.70,20.80
2019-05-20,29.8,22.8,4.90,19.00
2019-05-21,30.2,23.7,2.60,21.09
2019-05-22,30.0,24.1,2.30,21.08
2019-05-23,30.5,23.3,6.00,21.89
2019-05-24,29.9,23.1,34.00,17.61
2019-05-25,29.9,23.1,0.90,20.43
2019-05-26,30.6,23.2,1.90,21.48
2019-05-27,31.0,23.5,2.30,21.83
2019-05-28,31.3,22.6,0.30,22.83
2019-05-29,31.3,22.8,3.20,22.12
2019-05-30,29.1,23.3,10.00,15.05
2019-05-31,30.0,23.1,1.50,17.54
2019-06-01,29.2,23.5,8.00,16.06
2019-06-02,28.5,22.4,14.60,12.03
2019-06-03,28.6,23.9,2.70,14.94
2019-06-04,29.2,22.9,2.70,15.87
2019-06-05,28.0,23.6,3.30,14.60
2019-06-06,30.9,23.5,2.90,21.06
2019-06-07,30.2,23.8,1.30,20.93
2019-06-08,29.6,23.6,10.80,18.44
2019-06-09,27.8,22.6,4.20,16.61
2019-06-10,28.5,23.5,7.00,16.53
2019-06-11,28.1,23.6,2.60,11.34
2019-06-12,29.0,23.3,3.80,18.26
2019-06-13,30.4,23.0,2.50,21.31
2019-06-14,26.8,23.1,17.00,10.09
2019-06-15,29.1,23.6,1.00,17.87
2019-06-16,27.9,22.7,3.60,16.18
2019-06-17,28.2,22.9,2.40,17.07
2019-06-18,28.6,22.8,6.70,19.56
2019-06-19,28.8,22.4,2.50,18.17
2019-06-20,28.0,22.9,5.20,15.69
2019-06-21,27.9,23.6,1.80,17.85
2019-06-22,28.4,22.7,0.20,18.47
2019-06-23,28.3,22.6,2.50,18.13
2019-06-24,28.4,22.7,1.50,16.63
2019-06-25,28.6,22.6,0.80,19.61
2019-06-26,28.5,23.3,1.30,18.67
2019-06-27,27.7,23.2,1.50,14.46
2019-06-28,27.9,23.0,2.90,15.58
2019-06-29,27.9,22.7,1.50,14.56
2019-06-30,28.6,23.0,4.10,16.05
2019-07-01,28.8,23.9,1.60,18.03
2019-07-02,28.6,22.2,28.00,15.93
2019-07-03,28.4,22.7,12.80,12.95
2019-07-04,26.2,21.7,4.70,9.90
2019-07-05,27.1,21.9,3.50,14.17
2019-07-06,26.9,21.9,2.00,14.78
2019-07-07,29.4,22.0,2.70,21.51
2019-07-08,29.0,22.3,1.50,21.29
2019-07-09,26.9,22.1,1.30,13.33
2019-07-10,27.1,21.1,1.30,14.02
2019-07-11,26.9,22.0,0.20,15.87
2019-07-12,26.1,21.9,2.60,11.47
2019-07-13,26.4,21.7,8.70,11.65
2019-07-14,24.3,21.9,27.10,7.64
2019-07-15,27.9,21.8,4.30,18.45
2019-07-16,28.3,21.6,3.10,21.31
2019-07-17,29.8,22.1,0.00,24.62
2019-07-18,28.6,22.3,0.00,22.90
2019-07-19,29.7,23.0,1.30,23.39
2019-07-20,29.3,23.9,0.90,20.79
2019-07-21,29.3,23.0,6.70,20.34
2019-07-22,27.1,22.0,1.00,15.42
2019-07-23,27.2,22.5,13.70,14.95
2019-07-24,26.6,21.6,9.10,9.75
2019-07-25,27.3,23.2,6.30,20.26
2019-07-26,27.9,23.1,3.40,20.64
2019-07-27,28.2,22.0,4.10,18.81
2019-07-28,27.0,22.5,15.90,12.79
2019-07-29,25.1,22.6,5.80,10.15
2019-07-30,27.6,22.0,6.90,18.36
2019-07-31,25.4,22.7,8.60,7.86
2019-08-01,25.7,22.5,1.90,9.48
2019-08-02,27.2,22.1,0.90,14.44
2019-08-03,28.0,21.8,1.50,17.78
2019-08-04,30.6,22.3,0.40,23.56
2019-08-05,30.5,21.7,0.20,23.20
2019-08-06,30.6,21.8,0.00,22.79
2019-08-07,31.5,22.3,0.00,22.91
2019-08-08,31.1,22.4,0.00,25.11
2019-08-09,31.0,21.7,0.70,25.15
2019-08-10,30.5,21.3,0.00,25.83
2019-08-11,30.3,22.5,0.40,25.43
2019-08-12,30.6,22.5,0.80,24.95
2019-08-13,29.8,22.4,2.30,22.63
2019-08-14,30.0,23.0,1.40,23.26
2019-08-15,29.6,22.5,1.70,20.19
2019-08-16,30.4,23.9,0.90,21.85
2019-08-17,29.2,23.3,24.20,18.56
2019-08-18,28.9,21.7,4.90,19.13
2019-08-19,28.7,22.0,7.60,20.59
2019-08-20,29.4,22.2,10.80,21.00
2019-08-21,26.6,21.4,6.10,15.36
2019-08-22,30.2,21.0,0.40,24.14
2019-08-23,29.9,21.9,1.10,23.42
2019-08-24,30.0,23.4,0.80,22.37
2019-08-25,28.5,22.3,2.00,16.84
2019-08-26,29.8,22.0,1.90,19.55
2019-08-27,29.2,22.8,6.40,14.53
2019-08-28,29.4,21.6,5.20,21.42
2019-08-29,29.9,23.3,1.90,22.62
2019-08-30,30.2,22.8,7.20,22.64
2019-08-31,29.0,22.8,19.20,19.35
2019-09-01,26.1,21.8,4.40,8.93
2019-09-02,28.9,21.8,5.60,21.57
2019-09-03,27.8,23.6,1.80,19.24
2019-09-04,29.5,22.9,0.00,18.67
2019-09-05,29.2,24.2,3.40,19.28
2019-09-06,29.8,22.4,1.00,22.68
2019-09-07,29.1,22.9,0.20,20.63
2019-09-08,29.6,22.9,0.10,23.14
2019-09-09,30.3,22.4,0.70,24.58
2019-09-10,29.3,21.8,0.60,21.47
2019-09-11,30.5,21.9,0.00,23.34
2019-09-12,29.7,22.9,0.60,19.04
2019-09-13,29.6,22.5,3.50,16.91
2019-09-14,29.6,21.8,0.00,13.29
2019-09-15,30.4,21.8,0.00,25.08
2019-09-16,29.8,21.8,0.60,23.58
2019-09-17,30.9,21.5,0.00,25.69
2019-09-18,30.7,21.3,0.00,25.51
2019-09-19,31.5,23.2,0.10,25.33
2019-09-20,32.1,22.8,0.00,24.03
2019-09-21,31.3,23.1,0.10,22.31
2019-09-22,32.3,22.5,2.50,22.50
2019-09-23,31.4,23.8,1.10,23.61
2019-09-24,32.2,23.2,0.70,24.13
2019-09-25,31.9,22.5,1.50,22.77
2019-09-26,31.0,22.4,1.80,21.23
2019-09-27,30.7,22.2,2.30,20.51
2019-09-28,29.5,21.9,0.40,18.77
2019-09-29,31.2,22.2,0.80,22.50
2019-09-30,31.2,22.3,0.40,21.90
2019-10-01,30.9,22.2,1.70,20.79
2019-10-02,30.4,22.2,1.30,19.81
2019-10-03,30.3,22.5,12.60,19.99
2019-10-04,29.8,22.1,14.20,20.48
2019-10-05,29.2,22.0,3.50,21.68
2019-10-06,29.9,23.0,4.20,21.23
2019-10-07,29.8,22.1,7.30,20.02
2019-10-08,27.6,21.9,1.00,18.03
2019-10-09,29.9,23.1,0.20,22.74
2019-10-10,29.6,22.7,1.00,21.12
2019-10-11,29.7,21.7,1.70,21.36
2019-10-12,29.8,22.8,1.90,20.98
2019-10-13,29.8,22.6,1.60,17.22
2019-10-14,29.2,23.4,0.70,14.67
2019-10-15,28.3,22.8,4.50,12.96
2019-10-16,29.3,22.0,3.60,18.26
2019-10-17,30.2,23.7,2.10,21.00
2019-10-18,31.5,23.5,1.60,23.29
2019-10-19,30.7,23.0,4.70,20.40
2019-10-20,30.4,23.0,5.90,18.80
2019-10-21,30.6,23.3,2.30,18.17
2019-10-22,28.8,22.4,6.40,15.03
2019-10-23,29.1,22.4,4.20,17.15
2019-10-24,29.5,22.3,4.10,18.17
2019-10-25,30.4,22.2,1.80,19.16
2019-10-26,28.9,22.8,9.70,16.51
2019-10-27,26.1,22.1,12.60,9.31
2019-10-28,29.8,22.7,1.00,20.32
2019-10-29,29.2,22.3,2.10,16.88
2019-10-30,29.2,22.1,5.00,17.80
2019-10-31,29.0,22.0,6.30,18.97
2019-11-01,29.3,22.3,1.60,19.14
2019-11-02,29.8,21.9,0.40,19.41
2019-11-03,29.0,23.3,0.40,20.27
2019-11-04,29.1,22.9,0.30,16.51
2019-11-05,28.7,21.7,1.70,15.15
2019-11-06,28.4,22.9,6.10,18.59
2019-11-07,28.0,22.4,0.30,12.51
2019-11-08,31.3,23.9,1.30,21.16
2019-11-09,31.7,23.4,1.30,22.45
