latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
6.29174,124.9456,315.0,0,GMT,GMT

time,temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),shortwave_radiation_sum (MJ/m²)
2023-02-28,28.9,22.4,0.60,22.50
2023-03-01,29.4,21.3,2.70,19.76
2023-03-02,28.3,21.6,17.40,19.64
2023-03-03,27.7,21.5,0.10,23.32
2023-03-04,25.6,20.9,17.40,13.75
2023-03-05,26.5,22.4,2.40,21.05
2023-03-06,28.2,21.6,3.40,25.50
2023-03-07,27.7,22.9,15.10,17.13
2023-03-08,27.0,22.9,10.20,21.34
2023-03-09,27.6,22.3,9.30,21.10
2023-03-10,27.7,21.7,12.80,20.97
2023-03-11,28.2,22.1,2.10,24.86
2023-03-12,27.5,22.6,7.70,19.70
2023-03-13,27.7,21.3,34.60,17.24
2023-03-14,26.2,20.9,4.90,15.43
2023-03-15,28.2,22.6,0.80,20.47
2023-03-16,28.9,21.6,39.80,19.66
2023-03-17,29.0,21.5,6.60,20.61
2023-03-18,28.7,21.3,20.50,18.74
2023-03-19,28.4,21.4,11.50,19.68
2023-03-20,29.3,21.5,1.00,24.11
2023-03-21,29.6,21.0,2.20,24.47
2023-03-22,29.3,21.9,2.60,24.81
2023-03-23,30.1,23.2,0.90,23.73
2023-03-24,30.1,22.4,5.90,22.14
2023-03-25,29.5,21.3,13.80,22.09
2023-03-26,28.8,22.3,4.10,19.90
2023-03-27,26.9,22.4,43.90,13.69
2023-03-28,28.1,21.2,21.60,16.46
2023-03-29,26.4,21.6,15.90,13.33
2023-03-30,28.8,21.9,13.20,19.03
2023-03-31,27.9,21.9,9.40,16.24
2023-04-01,26.3,21.8,41.80,11.74
2023-04-02,27.4,21.9,16.70,13.49
2023-04-03,27.3,22.2,12.10,17.70
2023-04-04,25.9,21.2,3.10,14.88
2023-04-05,27.2,21.6,4.40,20.32
2023-04-06,27.2,22.1,0.90,18.31
2023-04-07,27.6,23.5,2.60,22.07
2023-04-08,27.6,22.8,0.80,18.98
2023-04-09,29.3,23.0,7.10,22.37
2023-04-10,27.8,22.8,1.40,19.21
2023-04-11,28.7,21.1,0.60,18.78
2023-04-12,28.9,21.4,0.40,24.64
2023-04-13,29.9,21.3,0.60,25.25
2023-04-14,30.0,23.1,1.30,23.55
2023-04-15,30.2,23.6,0.30,25.81
2023-04-16,29.5,21.9,7.20,21.98
2023-04-17,28.3,22.4,10.90,18.43
2023-04-18,29.6,22.1,2.70,21.54
2023-04-19,29.3,22.3,2.80,21.54
2023-04-20,29.9,21.3,2.10,20.76
2023-04-21,29.5,23.5,4.30,19.53
2023-04-22,30.0,23.8,23.10,20.85
2023-04-23,30.0,22.7,5.90,21.35
2023-04-24,27.7,22.5,13.30,16.78
2023-04-25,28.5,21.6,1.20,20.38
2023-04-26,30.0,22.2,2.10,24.00
2023-04-27,30.0,23.4,2.10,23.62
2023-04-28,30.8,23.9,1.40,23.12
2023-04-29,29.7,22.6,32.00,19.36
2023-04-30,28.6,21.8,11.80,17.97
2023-05-01,28.7,23.1,19.80,17.54
2023-05-02,29.5,23.0,4.40,15.85
2023-05-03,28.7,22.5,11.40,13.12
2023-05-04,29.8,22.3,2.90,21.74
2023-05-05,29.7,22.0,2.70,18.30
2023-05-06,29.2,22.6,2.10,21.32
2023-05-07,28.2,23.0,0.80,19.71
2023-05-08,28.8,22.1,5.80,19.11
2023-05-09,28.7,24.3,15.00,20.77
2023-05-10,29.9,22.5,2.10,20.49
2023-05-11,29.4,23.5,3.70,20.70
2023-05-12,29.5,23.4,3.00,17.79
2023-05-13,30.0,22.8,1.50,21.34
2023-05-14,28.6,22.4,7.70,18.04
2023-05-15,28.0,23.1,16.80,20.68
2023-05-16,29.2,22.3,6.30,21.93
2023-05-17,29.1,22.2,1.80,20.85
2023-05-18,29.3,22.6,2.90,18.23
2023-05-19,27.4,22.0,5.90,14.37
2023-05-20,27.1,22.5,8.80,13.06
2023-05-21,28.1,22.9,2.40,19.13
2023-05-22,28.8,22.0,2.00,19.83
2023-05-23,28.7,22.4,8.60,19.68
2023-05-24,26.6,22.2,12.70,11.82
2023-05-25,27.6,22.6,17.70,17.01
2023-05-26,27.7,21.4,8.00,18.46
2023-05-27,28.3,22.4,16.30,19.86
2023-05-28,28.6,22.1,2.50,21.27
2023-05-29,29.0,23.4,1.60,22.37
2023-05-30,29.8,23.2,1.40,21.94
2023-05-31,29.2,22.2,3.00,19.18
2023-06-01,29.1,22.5,0.90,19.60
2023-06-02,29.5,24.7,0.40,22.85
2023-06-03,29.8,24.1,2.60,21.79
2023-06-04,29.8,22.4,5.10,18.59
2023-06-05,28.6,22.2,10.30,16.70
2023-06-06,27.9,23.2,9.70,17.35
2023-06-07,28.1,22.7,2.40,17.52
2023-06-08,27.5,22.3,2.10,19.72
2023-06-09,28.2,23.3,2.80,20.71
2023-06-10,28.6,22.8,4.90,21.58
2023-06-11,29.5,23.3,0.90,21.24
2023-06-12,30.5,22.1,0.70,23.35
2023-06-13,29.2,22.1,39.20,21.55
2023-06-14,26.9,22.0,3.90,11.93
2023-06-15,27.2,22.9,6.70,13.88
2023-06-16,25.4,22.4,9.80,6.87
2023-06-17,27.8,22.0,8.90,14.35
2023-06-18,27.3,22.6,18.50,14.45
2023-06-19,28.1,22.0,7.40,17.80
2023-06-20,28.1,21.7,9.80,16.69
2023-06-21,25.6,22.4,17.60,10.16
2023-06-22,27.6,22.2,1.20,15.24
2023-06-23,28.7,23.0,5.50,20.19
2023-06-24,29.0,22.0,4.50,21.57
2023-06-25,27.0,21.2,5.90,17.67
2023-06-26,28.4,21.9,5.00,18.86
2023-06-27,28.7,23.2,9.90,20.78
2023-06-28,28.6,22.1,4.90,19.95
2023-06-29,28.4,23.0,0.70,18.33
2023-06-30,29.1,23.2,10.70,18.94
2023-07-01,28.9,22.7,10.60,18.42
2023-07-02,28.8,22.8,18.00,16.41
2023-07-03,27.2,22.2,2.30,12.55
2023-07-04,28.4,22.1,9.20,16.15
2023-07-05,28.5,23.3,2.80,17.44
2023-07-06,28.2,22.9,11.40,17.77
2023-07-07,27.7,22.5,16.70,18.98
2023-07-08,28.1,22.3,40.80,14.84
2023-07-09,27.5,20.8,18.00,18.96
2023-07-10,29.2,22.2,5.20,23.27
2023-07-11,28.1,22.5,6.60,17.47
2023-07-12,27.0,21.9,4.10,11.67
2023-07-13,27.3,22.2,15.20,14.63
2023-07-14,26.8,22.5,4.10,13.27
2023-07-15,28.8,22.4,1.00,20.85
2023-07-16,27.5,22.4,1.80,17.60
2023-07-17,27.6,22.9,2.00,13.77
2023-07-18,26.4,22.1,8.20,10.25
2023-07-19,27.0,22.7,9.90,17.31
2023-07-20,28.7,22.7,4.70,21.60
2023-07-21,28.7,22.2,20.40,21.01
2023-07-22,26.9,21.8,12.30,14.13
2023-07-23,28.4,21.9,0.00,18.58
2023-07-24,28.1,22.0,4.40,19.16
2023-07-25,29.2,22.7,3.30,22.47
2023-07-26,29.1,22.8,1.10,22.17
2023-07-27,28.2,22.5,1.20,18.56
2023-07-28,27.7,23.5,3.00,14.59
2023-07-29,28.5,21.9,0.40,14.79
2023-07-30,28.9,20.9,0.50,22.57
2023-07-31,29.4,22.3,0.10,24.40
2023-08-01,29.1,22.1,0.70,22.60
2023-08-02,29.6,22.3,1.40,24.71
2023-08-03,29.3,23.3,0.70,23.19
2023-08-04,30.4,22.6,0.80,23.49
2023-08-05,30.6,23.1,0.20,25.17
2023-08-06,29.3,23.4,2.20,21.82
2023-08-07,28.6,22.6,2.10,21.35
2023-08-08,29.3,22.6,2.90,23.67
2023-08-09,28.3,22.2,1.20,19.84
2023-08-10,27.4,22.1,3.70,17.32
2023-08-11,27.6,21.8,5.90,15.61
2023-08-12,26.6,21.7,19.00,14.18
2023-08-13,27.3,22.0,4.00,16.47
2023-08-14,27.3,22.3,6.90,16.56
2023-08-15,28.3,22.2,4.50,18.98
2023-08-16,27.7,21.9,10.40,18.05
2023-08-17,28.0,21.2,6.50,17.30
2023-08-18,28.1,21.7,13.20,19.01
2023-08-19,27.9,22.3,9.40,18.82
2023-08-20,28.6,22.6,3.90,19.51
2023-08-21,28.1,22.6,2.90,17.22
2023-08-22,28.3,22.4,8.20,19.00
2023-08-23,26.7,22.6,7.50,12.92
2023-08-24,29.5,22.3,8.40,22.82
2023-08-25,28.2,21.5,3.10,19.40
2023-08-26,28.3,22.0,0.60,22.49
2023-08-27,27.9,22.4,4.40,20.91
2023-08-28,28.7,23.1,19.50,19.48
2023-08-29,29.3,22.5,1.60,23.55
2023-08-30,29.5,22.1,1.30,24.83
2023-08-31,29.2,22.0,0.40,23.94
2023-09-01,29.4,22.1,0.50,22.55
2023-09-02,29.3,22.6,0.50,23.21
2023-09-03,29.5,22.5,4.90,20.90
2023-09-04,29.6,22.4,2.10,22.67
2023-09-05,30.5,22.9,1.90,23.13
2023-09-06,27.8,22.0,6.70,17.33
2023-09-07,28.7,21.6,2.90,18.05
2023-09-08,27.6,22.5,12.70,17.58
2023-09-09,29.2,22.9,0.30,16.71
2023-09-10,27.3,22.1,8.20,15.27
2023-09-11,28.8,21.9,4.20,19.93
2023-09-12,28.5,22.1,10.30,19.74
2023-09-13,27.9,22.5,12.20,20.73
2023-09-14,28.1,22.6,4.00,20.02
2023-09-15,27.9,21.7,10.80,15.93
2023-09-16,28.4,22.4,20.90,20.01
2023-09-17,28.6,21.7,15.90,16.87
2023-09-18,27.3,22.7,4.60,15.08
2023-09-19,28.3,22.3,7.20,19.10
2023-09-20,27.2,22.5,1.20,14.41
2023-09-21,27.0,22.4,1.80,14.92
2023-09-22,28.0,21.8,4.80,18.14
2023-09-23,28.3,21.9,0.70,22.91
2023-09-24,28.9,22.5,1.40,23.46
2023-09-25,28.9,22.1,2.50,19.02
2023-09-26,27.6,23.0,9.30,17.20
2023-09-27,28.1,22.7,5.80,21.88
2023-09-28,28.0,23.2,6.50,20.14
2023-09-29,29.3,22.3,5.70,22.22
2023-09-30,28.3,22.3,1.70,22.62
2023-10-01,27.5,22.4,1.00,17.59
2023-10-02,29.7,21.4,0.20,24.22
2023-10-03,30.4,21.0,0.80,23.55
2023-10-04,30.1,22.6,0.50,23.69
2023-10-05,29.9,24.6,0.00,22.74
2023-10-06,30.7,22.6,0.40,23.54
2023-10-07,29.3,22.8,1.00,18.64
2023-10-08,29.6,22.8,3.00,20.41
2023-10-09,28.2,22.6,1.30,16.68
2023-10-10,27.6,21.7,9.40,13.24
2023-10-11,27.8,23.0,4.50,18.49
2023-10-12,29.3,22.0,5.00,21.74
2023-10-13,27.6,23.5,0.40,13.48
2023-10-14,29.2,21.9,0.00,20.71
2023-10-15,31.2,22.3,1.20,23.69
2023-10-16,29.2,24.0,7.20,21.41
2023-10-17,29.9,23.4,0.80,20.37
2023-10-18,30.1,22.6,1.90,21.10
2023-10-19,29.4,22.6,2.60,16.89
2023-10-20,29.8,22.1,1.60,19.31
2023-10-21,29.7,22.7,7.20,19.92
2023-10-22,30.1,21.8,2.10,21.38
2023-10-23,28.8,22.2,5.40,17.89
2023-10-24,30.6,21.9,9.00,20.39
2023-10-25,29.2,22.2,8.30,20.42
2023-10-26,28.7,23.3,0.40,16.83
2023-10-27,29.3,22.3,8.70,19.02
2023-10-28,30.1,22.3,0.90,20.79
2023-10-29,30.1,22.5,6.30,21.07
2023-10-30,29.5,22.9,1.70,18.05
2023-10-31,31.1,23.2,0.70,23.41
2023-11-01,31.8,22.3,0.30,23.49
2023-11-02,30.5,22.5,4.00,21.02
2023-11-03,29.5,23.3,14.60,18.67
2023-11-04,29.1,21.9,21.10,17.59
2023-11-05,29.8,22.6,8.90,19.40
2023-11-06,30.1,22.5,3.30,22.02
2023-11-07,28.4,23.0,16.70,16.61
2023-11-08,28.5,22.7,15.60,16.61
2023-11-09,29.0,23.1,11.90,18.96
2023-11-10,27.6,22.5,18.00,16.81
2023-11-11,29.8,21.5,2.10,21.00
2023-11-12,30.3,22.4,1.30,22.50
2023-11-13,29.8,23.0,2.10,22.02
2023-11-14,29.8,22.1,11.10,20.93
2023-11-15,30.5,22.9,9.10,19.83
2023-11-16,26.5,22.9,12.50,8.41
2023-11-17,27.6,23.0,2.90,13.10
2023-11-18,28.9,23.6,0.10,18.75
2023-11-19,28.5,24.0,4.40,18.09
2023-11-20,29.7,23.0,36.70,19.47
2023-11-21,29.6,23.3,9.10,18.94
2023-11-22,30.2,22.4,3.60,20.90
2023-11-23,28.9,22.4,5.50,18.01
2023-11-24,28.9,22.5,4.40,17.50
2023-11-25,29.7,22.3,0.60,21.09
2023-11-26,30.3,23.3,2.30,22.36
2023-11-27,29.5,23.5,3.30,20.29
2023-11-28,29.5,22.4,4.90,18.78
2023-11-29,29.0,22.7,13.90,14.63
2023-11-30,28.6,22.2,1.30,14.05
2023-12-01,29.8,22.5,2.70,19.92
2023-12-02,30.9,22.4,1.60,21.93
2023-12-03,28.0,23.1,23.10,12.90
2023-12-04,30.5,22.6,0.40,21.09
2023-12-05,28.9,22.4,6.80,17.11
2023-12-06,27.7,22.9,15.30,14.67
2023-12-07,29.4,23.5,9.50,16.75
2023-12-08,29.1,21.9,8.20,18.85
2023-12-09,28.9,22.3,4.00,18.51
2023-12-10,28.9,22.5,2.30,21.51
2023-12-11,28.8,23.2,3.00,19.72
2023-12-12,29.5,23.1,2.40,21.15
2023-12-13,28.9,23.2,8.60,18.47
2023-12-14,30.0,21.7,0.00,22.27
2023-12-15,29.9,21.9,1.60,21.52
2023-12-16,28.2,23.6,0.50,21.11
2023-12-17,28.4,23.8,0.60,16.85
2023-12-18,28.3,23.5,1.60,12.53
2023-12-19,29.5,22.7,2.00,15.89
2023-12-20,28.1,21.6,12.70,17.47
2023-12-21,29.5,22.4,0.40,20.44
2023-12-22,30.0,22.8,0.90,20.02
2023-12-23,29.6,21.4,0.50,20.94
2023-12-24,28.8,21.7,5.70,20.37
2023-12-25,27.7,23.4,3.50,16.05
2023-12-26,29.1,22.1,2.50,18.75
2023-12-27,29.1,23.3,3.70,17.63
2023-12-28,28.9,22.6,6.70,17.41
2023-12-29,30.1,22.6,3.20,19.46
2023-12-30,30.7,22.8,1.90,19.73
2023-12-31,30.7,23.9,0.40,21.38
2024-01-01,29.7,23.1,17.60,19.27
2024-01-02,26.7,22.8,9.50,11.57
2024-01-03,28.9,22.7,11.50,17.52
2024-01-04,29.5,22.1,2.30,19.77
2024-01-05,30.0,23.4,2.00,21.98
2024-01-06,28.8,23.8,2.40,16.49
2024-01-07,29.9,23.1,0.90,20.42
2024-01-08,29.7,23.7,5.30,20.20
2024-01-09,28.5,23.0,4.80,16.32
2024-01-10,28.4,22.6,13.50,17.52
2024-01-11,28.9,22.1,4.30,20.70
2024-01-12,28.0,23.8,13.10,15.30
2024-01-13,29.8,23.2,4.10,20.56
2024-01-14,28.5,22.6,5.80,18.00
2024-01-15,28.5,22.5,27.30,17.77
2024-01-16,26.9,22.0,3.90,9.25
2024-01-17,29.0,22.7,14.30,20.77
2024-01-18,26.9,22.5,21.10,6.30
2024-01-19,29.1,22.4,5.80,20.34
2024-01-20,28.8,22.4,8.90,18.37
2024-01-21,27.7,22.3,17.80,17.46
2024-01-22,28.4,22.9,1.30,14.95
2024-01-23,28.1,21.3,11.60,16.98
2024-01-24,28.8,21.9,2.50,21.37
2024-01-25,28.4,21.9,7.70,21.73
2024-01-26,28.3,21.2,8.90,21.43
2024-01-27,26.8,20.7,0.00,21.23
2024-01-28,26.0,22.2,3.90,14.73
2024-01-29,26.7,22.5,4.40,11.80
2024-01-30,27.7,22.7,15.00,11.84
2024-01-31,25.1,22.1,33.40,6.60
2024-02-01,28.2,22.8,14.70,13.90
2024-02-02,28.2,22.3,5.00,13.87
2024-02-03,30.1,23.1,2.00,22.49
2024-02-04,28.7,22.3,38.60,17.13
2024-02-05,28.2,22.4,2.10,18.85
2024-02-06,25.4,22.1,3.90,7.88
2024-02-07,27.6,23.0,11.30,15.84
2024-02-08,29.0,23.0,8.40,15.34
2024-02-09,27.8,21.8,9.80,18.01
2024-02-10,29.1,22.7,6.70,23.12
2024-02-11,28.3,21.3,4.90,21.29
2024-02-12,29.1,20.8,2.20,23.08
2024-02-13,27.8,22.9,3.50,21.78
2024-02-14,30.0,20.6,0.00,23.49
2024-02-15,29.6,21.1,0.00,25.34
2024-02-16,29.5,21.8,1.30,23.82
2024-02-17,28.6,22.5,1.80,23.65
2024-02-18,30.0,21.8,4.40,21.53
2024-02-19,29.7,21.8,2.40,22.13
2024-02-20,29.6,21.0,1.40,25.15
2024-02-21,30.6,21.9,0.40,25.08
2024-02-22,29.0,22.7,5.10,18.58
2024-02-23,29.4,22.5,10.80,17.73
2024-02-24,27.7,21.1,11.70,18.21
2024-02-25,30.3,21.6,0.70,26.14
2024-02-26,28.3,22.8,3.60,24.79
2024-02-27,25.6,21.7,10.40,14.61
2024-02-28,28.3,22.9,2.70,20.13
2024-02-29,30.3,23.4,0.50,20.82
2024-03-01,29.7,22.7,0.90,16.69
2024-03-02,28.7,22.6,5.10,23.54
2024-03-03,28.6,20.9,2.40,23.94
2024-03-04,30.1,22.3,0.30,25.12
2024-03-05,30.2,23.3,1.60,22.53
2024-03-06,29.5,22.6,5.90,19.97
2024-03-07,29.9,20.7,1.80,25.95
2024-03-08,31.7,21.4,0.10,24.67
2024-03-09,30.9,21.0,0.00,27.00
2024-03-10,30.4,19.7,0.70,25.75
2024-03-11,29.8,20.8,0.00,26.56
2024-03-12,29.5,22.7,2.00,20.61
2024-03-13,28.5,22.5,18.60,20.17
2024-03-14,29.7,21.7,3.50,24.86
2024-03-15,31.0,21.6,0.00,23.35
2024-03-16,29.8,21.5,0.30,26.89
2024-03-17,29.4,20.7,0.30,24.85
2024-03-18,29.8,21.5,0.40,24.83
2024-03-19,29.8,22.5,0.00,24.51
2024-03-20,30.3,23.0,3.70,23.23
2024-03-21,30.4,22.3,1.80,24.47
2024-03-22,31.2,22.1,1.70,24.63
2024-03-23,31.1,22.4,1.80,24.25
2024-03-24,31.1,21.9,3.70,23.95
2024-03-25,31.9,23.1,0.40,25.29
2024-03-26,33.5,22.8,1.10,25.16
2024-03-27,31.5,22.7,3.30,20.15
2024-03-28,32.3,23.7,1.80,23.28
2024-03-29,31.2,22.2,2.80,20.38
2024-03-30,32.3,23.4,0.60,25.88
2024-03-31,32.6,22.6,2.50,24.93
2024-04-01,33.2,22.0,0.00,26.65
2024-04-02,33.7,22.4,0.00,25.82
2024-04-03,32.8,23.7,0.40,25.25
2024-04-04,30.1,23.3,2.60,14.11
2024-04-05,32.1,24.2,0.00,18.99
2024-04-06,30.3,22.6,9.40,16.20
2024-04-07,32.9,22.5,0.20,25.64
2024-04-08,33.4,21.1,0.00,27.06
2024-04-09,32.5,23.8,0.50,24.12
2024-04-10,33.1,22.8,3.10,24.26
2024-04-11,32.7,23.1,1.10,24.80
2024-04-12,33.5,22.4,0.10,25.60
2024-04-13,34.1,23.1,0.10,25.82
2024-04-14,33.6,23.6,0.00,24.19
2024-04-15,35.5,23.8,1.50,23.42
2024-04-16,32.4,23.7,0.30,19.25
2024-04-17,33.5,23.7,3.00,22.62
2024-04-18,34.1,23.0,3.60,22.11
2024-04-19,33.5,23.5,0.40,23.20
2024-04-20,35.3,24.3,0.30,25.68
2024-04-21,32.8,23.5,2.80,18.00
2024-04-22,33.7,24.1,4.50,23.25
2024-04-23,32.9,23.4,1.50,20.17
2024-04-24,33.7,23.4,1.00,22.85
2024-04-25,33.7,24.2,0.50,23.21
2024-04-26,33.2,24.5,3.60,22.21
2024-04-27,33.2,23.5,6.10,20.93
2024-04-28,34.0,23.7,3.00,21.91
2024-04-29,31.7,23.8,5.00,17.23
2024-04-30,28.8,23.6,81.10,9.41
2024-05-01,31.6,23.2,2.80,22.24
2024-05-02,30.6,23.3,7.20,22.45
2024-05-03,30.3,22.2,0.10,24.81
2024-05-04,29.8,23.0,27.40,18.91
2024-05-05,30.1,23.1,17.30,21.19
2024-05-06,30.1,22.9,32.00,20.40
2024-05-07,30.2,22.1,1.10,23.98
2024-05-08,30.2,22.7,4.80,23.90
2024-05-09,31.3,22.6,3.40,21.51
2024-05-10,29.1,23.5,20.40,19.51
2024-05-11,31.6,23.2,1.70,23.66
2024-05-12,28.7,23.4,8.90,13.72
2024-05-13,30.3,22.9,9.50,17.39
2024-05-14,30.4,23.0,8.60,21.79
2024-05-15,32.1,23.4,2.00,22.85
2024-05-16,29.5,23.9,9.70,19.41
2024-05-17,30.5,23.7,6.00,18.67
2024-05-18,30.8,22.9,7.10,19.79
2024-05-19,30.7,23.7,4.80,21.14
2024-05-20,31.9,22.8,1.90,22.25
2024-05-21,30.7,23.4,8.10,18.09
2024-05-22,31.1,23.2,12.50,19.34
2024-05-23,32.3,23.5,0.80,23.49
2024-05-24,29.3,23.7,1.20,16.45
2024-05-25,30.9,23.8,1.10,21.13
2024-05-26,31.1,23.3,4.00,16.51
2024-05-27,30.7,24.2,1.50,18.20
2024-05-28,31.6,23.0,3.30,22.74
2024-05-29,30.9,24.2,4.80,21.41
2024-05-30,32.0,23.7,5.90,23.27
2024-05-31,32.3,23.8,1.60,21.43
2024-06-01,31.5,23.8,1.70,20.19
2024-06-02,30.2,23.4,11.50,15.05
2024-06-03,29.6,22.1,8.60,19.53
2024-06-04,29.4,23.6,0.00,19.32
2024-06-05,29.3,22.8,1.70,17.18
2024-06-06,28.4,22.5,3.60,16.70
2024-06-07,29.3,23.7,2.70,18.49
2024-06-08,29.8,22.6,1.70,18.30
2024-06-09,29.5,23.3,4.40,17.84
2024-06-10,29.1,22.9,5.40,16.00
2024-06-11,29.0,22.6,20.90,19.60
2024-06-12,28.5,23.0,3.60,14.17
2024-06-13,25.8,22.5,18.50,7.52
2024-06-14,28.5,21.7,8.20,18.85
2024-06-15,28.5,23.2,14.10,19.27
2024-06-16,29.5,22.8,1.70,17.67
2024-06-17,28.4,23.7,1.90,18.99
2024-06-18,28.5,22.4,5.00,16.52
2024-06-19,26.9,22.5,11.00,11.45
2024-06-20,27.2,22.9,3.70,11.62
2024-06-21,27.7,23.2,13.30,15.06
2024-06-22,27.4,22.2,2.80,15.22
2024-06-23,27.3,22.6,7.30,16.44
2024-06-24,27.5,23.0,19.40,14.85
2024-06-25,28.2,22.1,9.50,15.97
2024-06-26,26.5,22.5,23.60,8.29
2024-06-27,29.9,23.6,1.00,21.83
2024-06-28,29.3,22.7,16.20,20.32
2024-06-29,29.0,23.1,8.50,16.35
2024-06-30,27.2,22.6,10.50,13.58
2024-07-01,28.1,22.8,20.70,15.19
2024-07-02,29.7,22.2,3.60,18.27
2024-07-03,28.4,21.5,12.70,19.06
2024-07-04,26.8,21.8,4.10,14.93
2024-07-05,28.2,21.3,10.20,17.96
2024-07-06,29.1,21.9,0.40,21.86
2024-07-07,29.0,22.5,11.70,20.98
2024-07-08,25.2,21.8,18.30,6.08
2024-07-09,27.6,22.2,12.40,15.93
2024-07-10,28.3,22.4,4.30,20.10
2024-07-11,26.3,22.4,15.40,10.37
2024-07-12,25.9,22.6,16.00,8.48
2024-07-13,26.5,21.5,7.30,13.23
2024-07-14,26.3,22.2,7.00,12.88
2024-07-15,27.7,22.5,11.00,16.89
2024-07-16,27.8,22.2,7.10,13.98
2024-07-17,27.2,22.7,15.10,15.34
2024-07-18,26.6,22.2,6.30,11.73
2024-07-19,26.4,22.9,12.80,13.14
2024-07-20,28.5,22.2,1.20,20.32
2024-07-21,28.1,22.5,4.20,17.36
2024-07-22,28.6,22.7,8.90,19.75
2024-07-23,27.7,22.8,5.20,18.88
2024-07-24,28.5,22.9,0.20,19.85
2024-07-25,28.8,23.0,0.60,20.84
2024-07-26,30.3,23.9,0.70,22.18
2024-07-27,29.2,22.8,0.80,18.92
2024-07-28,29.1,23.8,8.70,20.97
2024-07-29,29.8,22.7,0.30,21.82
2024-07-30,29.7,22.3,1.00,19.93
2024-07-31,28.1,22.5,1.30,18.69
2024-08-01,27.8,21.8,21.00,18.85
2024-08-02,28.7,21.1,7.10,22.04
2024-08-03,28.9,21.7,0.70,23.83
2024-08-04,28.5,21.8,0.40,21.45
2024-08-05,28.7,22.2,1.70,20.01
2024-08-06,29.6,21.4,0.50,21.64
2024-08-07,30.6,22.8,0.10,22.69
2024-08-08,28.6,22.3,1.40,17.10
2024-08-09,26.5,23.0,10.40,12.87
2024-08-10,29.0,23.2,0.40,20.34
2024-08-11,29.6,22.0,0.80,19.53
2024-08-12,28.4,22.4,2.20,19.75
2024-08-13,28.6,22.6,6.50,18.84
2024-08-14,28.8,23.0,3.90,21.07
2024-08-15,29.1,22.1,2.40,20.44
2024-08-16,29.0,22.8,2.50,21.73
2024-08-17,29.8,22.2,11.30,21.33
2024-08-18,29.8,21.4,2.20,21.32
2024-08-19,30.1,22.7,2.10,22.62
2024-08-20,29.1,22.9,1.20,17.94
2024-08-21,30.1,22.4,1.50,20.97
2024-08-22,29.0,22.4,5.90,18.65
2024-08-23,28.1,21.7,2.10,18.87
2024-08-24,27.9,21.6,2.40,18.85
2024-08-25,28.4,22.0,8.50,20.35
2024-08-26,27.6,22.4,3.20,19.11
2024-08-27,28.2,22.7,5.20,18.40
2024-08-28,28.7,22.6,5.30,22.54
2024-08-29,27.2,22.9,7.60,10.28
2024-08-30,27.8,22.4,3.40,15.33
2024-08-31,27.7,22.2,1.80,15.85
2024-09-01,27.3,21.8,16.40,16.24
2024-09-02,29.0,23.2,0.50,17.54
2024-09-03,29.0,23.7,2.30,19.50
2024-09-04,29.4,21.6,6.00,20.03
2024-09-05,30.1,22.7,3.30,23.28
2024-09-06,30.2,23.3,3.30,21.73
2024-09-07,30.5,22.5,3.40,21.59
2024-09-08,29.7,22.6,9.30,22.01
2024-09-09,27.6,22.1,6.90,18.77
2024-09-10,28.5,22.2,7.70,15.11
2024-09-11,27.1,22.5,2.20,18.17
2024-09-12,27.2,22.2,12.30,12.50
2024-09-13,26.3,22.5,4.60,12.99
2024-09-14,29.2,23.5,0.60,17.32
2024-09-15,29.7,23.3,0.70,20.19
2024-09-16,28.8,22.5,1.40,18.26
2024-09-17,29.7,23.2,2.70,20.83
2024-09-18,28.9,23.9,10.70,19.72
2024-09-19,29.3,23.2,9.50,15.12
2024-09-20,29.1,23.5,0.50,13.96
2024-09-21,29.2,23.1,2.50,18.93
2024-09-22,28.6,23.3,1.30,18.12
2024-09-23,28.8,22.7,5.60,19.62
2024-09-24,29.0,22.4,4.00,17.56
2024-09-25,28.5,21.1,8.30,19.94
2024-09-26,28.8,22.2,1.00,23.27
2024-09-27,29.7,23.0,1.10,23.59
2024-09-28,29.4,22.2,5.80,19.61
2024-09-29,30.5,22.9,0.60,23.37
2024-09-30,29.6,23.0,2.10,20.02
2024-10-01,28.5,22.1,10.70,18.69
2024-10-02,29.9,22.4,3.00,23.44
2024-10-03,27.2,21.8,2.20,13.15
2024-10-04,29.4,21.9,1.30,22.98
2024-10-05,29.0,23.2,2.20,22.33
2024-10-06,28.8,24.1,2.20,22.44
2024-10-07,29.1,22.9,5.40,20.34
2024-10-08,29.5,22.1,4.10,19.52
2024-10-09,30.6,23.8,0.40,21.74
2024-10-10,30.9,23.3,0.70,22.29
2024-10-11,31.1,21.8,1.90,23.11
2024-10-12,29.5,22.9,1.80,20.74
2024-10-13,29.5,22.6,1.50,21.28
2024-10-14,30.2,22.0,1.70,19.93
2024-10-15,29.3,22.5,4.40,17.61
2024-10-16,28.4,22.1,1.20,19.41
2024-10-17,28.5,23.3,0.20,15.72
2024-10-18,29.2,21.8,7.40,16.42
2024-10-19,28.3,22.2,16.50,19.79
2024-10-20,28.5,22.4,4.70,19.21
2024-10-21,27.0,22.3,9.80,12.16
2024-10-22,27.5,22.7,4.90,13.85
